year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2008	pc	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1274	26.0	36.0	265	19.0	37.0	177	16.0	34.0	168	145	16.0	34.0	145
2008	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI Paris	1224	29.0	36.0	444	22.0	40.0	362	23.0	39.0	358	55	32.0	46.0	58
2008	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI Paris Etranger	66	31.0	32.0	13	30.0	47.0	9	44.0	56.0	7	1	100.0	100.0	5
2008	pc	BANQUE ENS	ENS Ulm	885	29.0	40.0	82	12.0	41.0	46	15.0	31.0	31	21	28.0	29.0	21
2008	pc	BANQUE ENS	ENS Cachan PC	905	30.0	39.0	228	21.0	45.0	134	26.0	40.0	110	19	42.0	53.0	19
2008	pc	BANQUE ENS	ENS Lyon	901	29.0	40.0	226	21.0	44.0	140	25.0	41.0	96	31	29.0	46.0	31
2008	pc	CONCOURS COMMUN MINES-PONTS	MINES Paris										81	20	55.0	5.0	18
2008	pc	CONCOURS COMMUN MINES-PONTS	MINES Nancy										625	42	16.0	43.0	37
2008	pc	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										694	38	44.0	32.0	40
2008	pc	CONCOURS COMMUN MINES-PONTS	Ponts et Chausses										195	27	18.0	34.0	27
2008	pc	CONCOURS COMMUN MINES-PONTS	ISAE-SUPAERO Toulouse										348	21	9.0	24.0	23
2008	pc	CONCOURS COMMUN MINES-PONTS	Techniques avances										386	29	37.0	42.0	25
2008	pc	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										306	12	41.0	59.0	12
2008	pc	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										364	5	20.0	20.0	5
2008	pc	CONCOURS COMMUN MINES-PONTS	TELECOM Bretagne										813	25	4.0	64.0	25
2008	pc	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	2912	30.0	32.0	955	25.0	36.0	907	25.0	36.0		219			212
2008	pc	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2241	31.0	33.0	489	23.0	35.0	324	22.0	36.0	223	86	15.0	34.0	85
2008	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Gif										382	62	19.0	44.0	60
2008	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Metz										496	18	11.0	28.0	19
2008	pc	BANQUE CENTRALE-SUPELEC	SUPELEC-Campus Rennes										443	18	33.0	28.0	19
2008	pc	BANQUE CENTRALE-SUPELEC	Suplec	2015	28.0	35.0	699	24.0	37.0	603	23.0	36.0		98			98
2008	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2598	31.0	33.0	610	25.0	37.0	521	24.0	37.0	445	60	35.0	44.0	60
2008	pc	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1389	34.0	38.0	650	30.0	41.0	527	29.0	43.0	519	30	40.0	50.0	27
2008	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2393	32.0	35.0	663	27.0	44.0	618	27.0	45.0	474	44	45.0	55.0	45
