year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2008	tsi	Concours Polytechnique	ECOLE POLYTECHNIQUE				46	0.0	22.0	4	0.0	0.0	2	2	0.0	0.0	2
2008	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE PARIS	255	5.0	19.0	21	0.0	24.0	11	0.0	10.0	11	5	0.0	0.0	10
2008	tsi	CONCOURS CENTRALE-SUPELEC	SUPELEC-Campus Gif										7	1	0.0	0.0	1
2008	tsi	CONCOURS CENTRALE-SUPELEC	SUPELEC-Campus Metz										12	1	0.0	0.0	1
2008	tsi	CONCOURS CENTRALE-SUPELEC	SUPELEC-Campus Rennes										14	1	0.0	0.0	1
2008	tsi	CONCOURS CENTRALE-SUPELEC	Suplec	250	5.0	21.0	18	0.0	28.0	15	0.0	20.0		3			3
2008	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	281	6.0	19.0	23	0.0	22.0	20	0.0	10.0	15	3	0.0	0.0	3
2008	tsi	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	195	7.0	23.0	50	2.0	24.0	28	0.0	25.0	25	2	0.0	0.0	2
2008	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	308	5.0	19.0	34	0.0	21.0	28	0.0	18.0	24	6	0.0	17.0	5
2008	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	348	6.0	19.0	52	1.0	14.0	42	0.0	15.0	42	10	0.0	20.0	10
2008	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	289	6.0	20.0	50	2.0	20.0	41	0.0	18.0	41	3	0.0	0.0	5
2008	tsi	CONCOURS CENTRALE-SUPELEC	ENSIIE (I.I.E. CNAM )	215	6.0	21.0	36	2.0	23.0	25	4.0	24.0	25	2	50.0	0.0	5
2008	tsi	BANQUE DE NOTES CENTRALE	TELECOM SudParis (ex Tlcom INT)	147	2.0	32.0	105	0.0	38.0	27	0.0	26.0	20	6	0.0	17.0	6
2008	tsi	BANQUE DE NOTES CENTRALE	IFMA Clermont-Ferrand	137	3.0	21.0	45	0.0	25.0	15	0.0	40.0	15	4	0.0	0.0	7
2008	tsi	BANQUE DE NOTES CENTRALE	ISMANS Le Mans	266	7.0	16.0	210	5.0	20.0	72	4.0	20.0	72	5	0.0	40.0	10
2008	tsi	BANQUE DE NOTES CENTRALE	EIC Cherbourg	229	5.0	21.0	173	5.0	23.0	48	4.0	34.0	48	12	8.0	17.0	15
2008	tsi	CONCOURS COMMUN MINES-PONTS	MINES Paris										4	2	0.0	0.0	2
2008	tsi	CONCOURS COMMUN MINES-PONTS	MINES Nancy										32	2	0.0	50.0	2
2008	tsi	CONCOURS COMMUN MINES-PONTS	MINES St Etienne										26	2	0.0	50.0	3
2008	tsi	CONCOURS COMMUN MINES-PONTS	Ponts et Chausses										8	1	0.0	100.0	1
2008	tsi	CONCOURS COMMUN MINES-PONTS	Techniques avances										14	2	0.0	0.0	3
2008	tsi	CONCOURS COMMUN MINES-PONTS	ENST Cursus Paris										19	1	0.0	0.0	1
2008	tsi	CONCOURS COMMUN MINES-PONTS	ENST Cursus Sophia Antipolis										25	1	0.0	0.0	1
2008	tsi	CONCOURS COMMUN MINES-PONTS	TELECOM Bretagne										39	3	0.0	34.0	2
2008	tsi	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts	231	3.0	21.0	46	0.0	22.0	43	0.0	21.0		14			15
2008	tsi	CONCOURS COMMUN ENSAM	ENSAM										85	38	0.0	24.0	35
2008	tsi	CONCOURS COMMUN ENSAM	ENSEA Cergy										127	8	0.0	13.0	10
2008	tsi	CONCOURS COMMUN ENSAM	ESIEE Amiens										127	0	0.0	0.0	5
2008	tsi	CONCOURS COMMUN ENSAM	ESIEE Paris										127	0	0.0	0.0	4
2008	tsi	CONCOURS COMMUN ENSAM	Concours Commun ENSAM	498	6.0	18.0	167	1.0	20.0	127	1.0	21.0		46			54
2008	tsi	BANQUE EPREUVES C.C.P Inter-Filire	ENSGSI Nancy	136	5.0	20.0	49	2.0	9.0	18	0.0	12.0	-	1	0.0	100.0	35
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSMM Besanon										277	22	0.0	5.0	19
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges MRI										218	4	25.0	0.0	4
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSI Bourges STI										256	6	0.0	0.0	4
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Electronique										147	5	0.0	0.0	4
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Informatique										90	2	0.0	50.0	2
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSEIR Bordeaux Tlecom.										43	2	0.0	0.0	2
2008	tsi	CONCOURS COMMUNS POLYTECHNIQUES	ENSIETA Brest Civil										168	2	0.0	0.0	2
