year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rg_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2004	TSI	Concours Polytechnique	Ecole Polytechnique	15	0	33	¥	¥	¥	4	0	0	4	1	0	0	2
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Paris	296	3	26	20	0	20	11	0	0	11	6	0	0	10
2004	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Gif	¥	¥	¥	¥	¥	¥	¥	¥	¥	8	1	0	0	1
2004	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Metz	¥	¥	¥	¥	¥	¥	¥	¥	¥	5	1	0	0	1
2004	TSI	CONCOURS CENTRALE-SUPELEC	Supelec campus Renn.	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	Supélec TSI	102	1	25	14	0	36	9	0	33	¥	¥	¥	¥	2
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lyon	302	4	25	29	0	17	21	0	14	14	3	0	67	3
2004	TSI	CONCOURS CENTRALE-SUPELEC	SupOptique	179	4	27	43	0	33	20	0	20	20	2	0	0	2
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lille	314	3	25	36	0	22	33	0	24	27	6	0	33	5
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Nantes	353	3	23	47	0	21	39	0	23	39	5	0	20	7
2004	TSI	CONCOURS CENTRALE-SUPELEC	IIE-CNAM	86	6	26	36	6	22	15	0	27	13	4	0	25	5
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Lille handicapés	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	CENTRALE Nantes handicapés	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	EGIM	285	4	25	43	0	28	36	0	28	30	3	0	33	3
2004	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC Metz Hd TSI	¥	¥	¥	¥	¥	¥	0	0	0	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	ECP Hd. TSI	¥	¥	¥	¥	¥	¥	1	0	0	1	1	0	0	1
2004	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC Rennes Hd TSI	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC Gif Hd TSI	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2004	TSI	CONCOURS CENTRALE-SUPELEC	SUPELEC Hd TSI	¥	¥	¥	¥	¥	¥	0	0	0	¥	¥	¥	¥	0
2004	TSI	CONC. COMM. MINES-PONTS	Ponts et Chaussees	¥	¥	¥	¥	¥	¥	¥	¥	¥	20	2	0	50	2
2004	TSI	CONC. COMM. MINES-PONTS	SUPAERO	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2004	TSI	CONC. COMM. MINES-PONTS	Techniques Avancees	¥	¥	¥	¥	¥	¥	¥	¥	¥	0	0	0	0	0
2004	TSI	CONC. COMM. MINES-PONTS	ENST cursus Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	21	2	0	50	2
2004	TSI	CONC. COMM. MINES-PONTS	ENST Sophia Antipolis	¥	¥	¥	¥	¥	¥	¥	¥	¥	28	1	0	100	1
2004	TSI	CONC. COMM. MINES-PONTS	MINES Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	6	1	0	0	2
2004	TSI	CONC. COMM. MINES-PONTS	MINES Saint-Etienne	¥	¥	¥	¥	¥	¥	¥	¥	¥	37	2	0	0	3
2004	TSI	CONC. COMM. MINES-PONTS	MINES Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	14	1	0	0	1
2004	TSI	CONC. COMM. MINES-PONTS	Telecom Bretagne	¥	¥	¥	¥	¥	¥	¥	¥	¥	37	0	0	0	2
2004	TSI	CONC. COMM. MINES-PONTS	Commun Mines Ponts TSI	268	3	25	50	0	28	37	0	24	¥	¥	¥	¥	13
2004	TSI	CONCOURS COMMUN ENSAM	ENSAM	¥	¥	¥	¥	¥	¥	¥	¥	¥	75	36	0	42	35
2004	TSI	CONCOURS COMMUN ENSAM	ENSEA Cergy	¥	¥	¥	¥	¥	¥	¥	¥	¥	105	10	0	20	10
2004	TSI	CONCOURS COMMUN ENSAM	ESIEE Amiens	¥	¥	¥	¥	¥	¥	¥	¥	¥	128	1	0	0	5
2004	TSI	CONCOURS COMMUN ENSAM	ESIEE-Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	128	2	0	0	5
2004	TSI	CONCOURS COMMUN ENSAM	ENSAM TSI	532	3	22	166	0	29	128	0	29	¥	¥	¥	¥	55
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSMM Besancon	¥	¥	¥	¥	¥	¥	¥	¥	¥	254	21	19	38	19
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	76	4	0	0	4
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Informatique	¥	¥	¥	¥	¥	¥	¥	¥	¥	100	2	0	50	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEIRB Telecom	¥	¥	¥	¥	¥	¥	¥	¥	¥	19	2	0	0	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSIETA Brest civil	¥	¥	¥	¥	¥	¥	¥	¥	¥	91	2	0	0	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSICAEN Electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	206	4	0	25	3
2004	TSI	CONC. COMM. POLYTECHNIQUE	ISIMA Clermont-Fd	¥	¥	¥	¥	¥	¥	¥	¥	¥	266	9	0	11	8
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEE Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	108	1	100	0	1
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSHMG Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	50	0	0	0	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSIEG	¥	¥	¥	¥	¥	¥	¥	¥	¥	71	5	0	20	3
2004	TSI	CONC. COMM. POLYTECHNIQUE	EFPG Grenoble	¥	¥	¥	¥	¥	¥	¥	¥	¥	246	2	50	0	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEM Nancy	¥	¥	¥	¥	¥	¥	¥	¥	¥	168	8	0	12	8
2004	TSI	CONC. COMM. POLYTECHNIQUE	CPE Lyon (Elec.)	¥	¥	¥	¥	¥	¥	¥	¥	¥	156	1	0	0	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	SUPMECA Toulon	¥	¥	¥	¥	¥	¥	¥	¥	¥	142	2	0	0	1
2004	TSI	CONC. COMM. POLYTECHNIQUE	SUPMECA Paris	¥	¥	¥	¥	¥	¥	¥	¥	¥	83	3	0	33	3
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSMA Poitiers	¥	¥	¥	¥	¥	¥	¥	¥	¥	90	2	0	50	2
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSP Strasbourg	¥	¥	¥	¥	¥	¥	¥	¥	¥	132	2	0	50	4
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEEIHT Genie Elec.	¥	¥	¥	¥	¥	¥	¥	¥	¥	17	1	0	0	1
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSEEIHT electronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	54	1	0	0	1
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSICA Toulouse	¥	¥	¥	¥	¥	¥	¥	¥	¥	5	1	0	0	1
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Meca Energ.	¥	¥	¥	¥	¥	¥	¥	¥	¥	319	12	0	8	9
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Mecatronique	¥	¥	¥	¥	¥	¥	¥	¥	¥	279	7	0	29	6
2004	TSI	CONC. COMM. POLYTECHNIQUE	ENSIAME Info Autom.	¥	¥	¥	¥	¥	¥	¥	¥	¥	297	4	0	25	4
2004	TSI	CONC. COMM. POLYTECHNIQUE	Commun Polytechnique TSI	664	4	21	398	4	25	320	4	23	¥	¥	¥	¥	90
2004	TSI	AUTRES CONCOURS	EIC Cherbourg	318	5	23	205	5	26	40	10	22	40	5	20	60	15
2004	TSI	AUTRES CONCOURS	IFMA Clermont-Fd	149	3	23	39	0	31	17	0	29	13	7	0	43	7
2004	TSI	AUTRES CONCOURS	ISMANS	244	5	20	189	5	23	132	5	26	132	4	0	75	30
2004	TSI	AUTRES CONCOURS	Telecom INT	176	3	31	87	1	30	42	0	33	18	6	0	33	6
2004	TSI	BANQUE D'EPREUVES C.C.P	ENS Cachan	244	5	19	40	0	18	29	0	10	20	6	0	0	6
2004	TSI	BANQUE D'EPREUVES C.C.P	ENSIETA Brest Mili.	251	4	15	46	2	17	20	0	20	8	1	0	0	1
